"HIP","HD","RAhms","DEdms","RA(ICRS)","DE(ICRS)","pmRA","pmDE","Glon","Glat","d(pc)","ePARX/PARX","V","e_V","V_src","B-V","e_B-V","B-V_src","Mv","e_Mv","CombMag","V-K","e_V-K","K_src","Lbol_src","Lbol","e_Lbol","SpType","CLASS","SPECTAG","EEID(AU)","EEID(mas)","FPB-Earth","V-Earth(mag)","Teff","Teff_src","R*(Rsun)","R_src","M*(Msun)","M_src"
23512,"___","05 03 20.22","-17 22 20.8",75.83426652,-17.3724529,-226.25,-447.88,217.5046,-31.473,9.21,0.02,11.74,0.01,"Koen",1.64,0.01,"Koen",11.91,0.07,"___",4.77,0.03,"2MASS","V-K",0.01,0.11,"K:","MAINSEQ","K",0.1,10.93,1.14E-08,31.59,3359,"V-K",0.3,"Turnbull",0.31,"Turnbull"
5410,"___","01 09 12.31","-24 41 21.1",17.30128688,-24.68920246,298.66,22.9,182.5148,-85.3196,22.58,0.07,12.25,0.01,"Koen",1.53,0.01,"Koen",10.48,0.17,"___",4.77,0.03,"2MASS","V-K",0.03,0.19,"M2V:        ","___","___",0.18,8.02,3.52E-09,33.38,3360,"V-K",0.53,"Turnbull",0.42,"Turnbull"
36338,"___","07 28 45.18","-03 17 46.4",112.18825996,-3.29622688,435.61,-794.36,220.1613,6.7657,12.29,0.03,11.46,0.01,"Koen",1.57,0.01,"Koen",11.01,0.08,"___",4.77,0.04,"2MASS","V-K",0.02,0.12,"___","MAINSEQ","M",0.15,12.16,5.17E-09,32.17,3362,"V-K",0.44,"Turnbull",0.38,"Turnbull"
112312,"___","22 44 57.84","-33 15 00.7",341.24098947,-33.25018399,183.12,-118.87,12.509,-62.1059,23.34,0.08,12.1,0.01,"Koen",1.52,0.01,"Koen",10.26,0.2,"___",4.77,0.03,"2MASS","V-K",0.07,0.22,"M3","MAINSEQ","M",0.26,10.95,1.77E-09,33.99,3362,"V-K",0.75,"Turnbull",0.5,"Turnbull"
116003,"___","23 30 13.24","-20 23 25.7",352.55517617,-20.39046404,314.51,-208.13,48.5242,-70.2638,16.2,0.06,11.09,0.01,"G",1.5,0.01,"G",10.04,0.13,"___",4.76,0.03,"2MASS","V-K",0.05,0.16,"M2Ve        ","___","___",0.23,14.46,2.1E-09,32.78,3364,"V-K",0.69,"Turnbull",0.48,"Turnbull"
33499,"___","06 57 47.50","-44 17 27.9",104.44792505,-44.29109677,-1102.25,-42.57,254.3188,-17.503,8.01,0.02,10.85,0.01,"Koen",1.69,0.01,"Koen",11.33,0.05,"*",4.75,0.02,"2MASS","V-K",0.02,0.1,"M4+...","MAINSEQ","M",0.13,16.4,6.7E-09,31.28,3367,"V-K",0.39,"Turnbull",0.35,"Turnbull"
79431,"___","16 12 41.76","-18 52 30.0",243.17399821,-18.87499082,24.12,-210.89,355.2006,22.97,14.4,0.04,11.37,0.01,"Koen",1.51,0.01,"Koen",10.58,0.11,"___",4.75,0.02,"2MASS","V-K",0.03,0.14,"___","MAINSEQ","M",0.18,12.83,3.39E-09,32.55,3368,"V-K",0.54,"Turnbull",0.42,"Turnbull"
84277,"___","17 13 40.72","-08 25 11.2",258.41968314,-8.41977523,-422.77,-409.97,13.5436,17.3066,18.72,0.09,12.03,0.01,"Koen",1.54,0.01,"Koen",10.67,0.21,"___",4.75,0.03,"2MASS","V-K",0.03,0.23,"M1V:        ","___","___",0.18,9.45,3.69E-09,33.11,3370,"V-K",0.52,"Turnbull",0.41,"Turnbull"
62374,"___","12 47 01.64","+46 37 36.0",191.75683366,46.62666333,-761.46,-297.61,125.1989,70.4822,20.93,0.05,11.97,0.24,"VT",1.37,0.24,"BVT-Red",10.37,0.35,"___",4.75,0.24,"2MASS","V-K",0.04,0.42,"K:...       ","___","___",0.2,9.58,2.87E-09,33.32,3370,"V-K",0.59,"Turnbull",0.44,"Turnbull"
1720,"___","00 21 37.52","-46 05 30.3",5.40633478,-46.09173618,-301.15,-359.54,318.2851,-70.1376,19.31,0.08,12.24,0.01,"Koen",1.53,0.01,"Koen",10.81,0.2,"___",4.74,0.58,"2MASS","V-K",0.03,0.62,"M6          ","___","___",0.17,8.64,4.15E-09,33.2,3373,"V-K",0.49,"Turnbull",0.4,"Turnbull"
74995,"___","15 19 27.55","-07 43 19.3",229.86477439,-7.72203834,-1224.55,-99.52,354.0806,40.0168,6.34,0.01,10.57,0,"G",1.6,0.01,"G",11.56,0.02,"___",4.73,0.02,"2MASS","V-K",0.01,0.09,"M3.0V","MAINSEQ","M",0.11,18.15,8.74E-09,30.72,3375,"V-K",0.34,"Turnbull",0.33,"Turnbull"
86990,"___","17 46 35.44","-57 18 56.7",266.64766164,-57.31575508,-1119.87,-1352.52,335.3087,-14.4541,5.84,0.01,10.78,0.01,"Koen",1.64,0.01,"Koen",11.95,0.02,"___",4.73,0.03,"2MASS","V-K",0.01,0.09,"M3.0V","MAINSEQ","M",0.1,16.71,1.21E-08,30.58,3375,"V-K",0.29,"Turnbull",0.3,"Turnbull"
60444,"___","12 23 32.83","+67 11 19.0",185.88679784,67.18861012,236.96,-121.73,127.106,49.713,12.9,0.04,11.54,0.23,"VT",0.95,0.23,"BVT-Red",10.99,0.32,"*",4.73,0.23,"2MASS","V-K",0.02,0.39,"M2.5           ","___","___",0.15,11.61,5.15E-09,32.26,3376,"V-K",0.44,"Turnbull",0.38,"Turnbull"
49091,"___","10 01 11.48","-30 23 30.2",150.29784725,-30.39171436,-1098.13,646.19,264.677,19.5578,16.29,0.04,11.43,0,"G",1.49,0.01,"G",10.37,0.1,"___",4.73,0.02,"2MASS","V-K",0.04,0.13,"M4","MAINSEQ","M",0.2,12.2,2.93E-09,32.76,3376,"V-K",0.58,"Turnbull",0.44,"Turnbull"
47650,"___","09 42 52.87","+70 02 24.2",145.72030897,70.04005591,-668.7,-263.78,141.8365,39.4386,11.35,0.03,11.19,0,"G",1.49,0.01,"G",10.91,0.06,"___",4.72,0.02,"2MASS","V-K",0.02,0.11,"M4","MAINSEQ","M",0.15,13.57,4.87E-09,31.97,3380,"V-K",0.45,"Turnbull",0.38,"Turnbull"
1068,"___","00 13 14.64","+69 19 39.3",3.31099304,69.32759224,717.01,-292.41,119.5516,6.7069,20.04,0.12,12.46,1.26,"Hp-VI",1.4,0.5,"G",10.95,1.54,"*",4.72,1.26,"2MASS","V-K",0.02,1.99,"M6          ","___","___",0.15,7.54,5.07E-09,33.2,3382,"V-K",0.44,"Turnbull",0.38,"Turnbull"
118200,"___","23 58 32.60","+07 39 33.9",359.63583351,7.65940573,78.85,-312.68,100.8402,-52.9285,16.82,0.05,11.74,0.01,"Koen",1.52,0.01,"Koen",10.61,0.11,"___",4.72,0.02,"2MASS","V-K",0.03,0.14,"M2V:","MAINSEQ","M",0.17,10.32,3.83E-09,32.78,3382,"V-K",0.51,"Turnbull",0.41,"Turnbull"
84099,"___","17 11 34.59","+38 26 34.3",257.89412267,38.44286912,211.77,-44.85,62.4853,35.2897,12,0.02,11.51,0.31,"VT",1.61,0.31,"BVT-Red",11.12,0.37,"___",4.71,0.31,"2MASS","V-K",0.02,0.48,"M4V            ","___","___",0.14,11.65,5.91E-09,32.08,3384,"V-K",0.41,"Turnbull",0.36,"Turnbull"
61084,108903,"12 31 09.93","-57 06 45.2",187.79137202,-57.11256922,27.94,-264.33,300.1691,5.6504,27.15,0,1.65,0.01,"VT",1.52,0.01,"BVT-G-Red",-0.52,0.02,"___",4.71,0.05,"Koornneef","V-K",878.37,0.09,"M4III","GIANT","GIANT",29.64,1091.54,1.31E-13,33.85,3385,"V-K",86.14,"Turnbull",5.69,"Turnbull"
29052,"___","06 07 43.86","-25 44 39.7",91.93273415,-25.74436845,-184.15,-203.97,232.1743,-20.4882,11.35,0.03,11.89,0.01,"Koen",1.6,0.01,"Koen",11.61,0.07,"___",4.7,0.03,"2MASS","V-K",0.01,0.12,"___","MAINSEQ","M",0.11,9.83,9.28E-09,31.97,3388,"V-K",0.32,"Turnbull",0.32,"Turnbull"
1295,"___","00 16 14.19","+19 51 44.2",4.05910638,19.86228962,721.27,-753.06,111.7242,-42.2421,16.31,0.21,11.78,0.09,"Hp-VI",1.49,0.02,"G",10.71,0.61,"___",4.69,0.09,"2MASS","V-K",0.03,0.62,"M:          ","___","___",0.17,10.22,4.16E-09,32.73,3393,"V-K",0.48,"Turnbull",0.4,"Turnbull"
34115,"___","07 04 25.40","+68 17 19.2",106.10581565,68.28866968,346.92,54.34,147.2501,26.2495,14.93,0.04,11.95,0.01,"G",1.53,0.02,"G",11.08,0.1,"___",4.68,0.02,"2MASS","V-K",0.02,0.14,"M5","MAINSEQ","M",0.14,9.4,5.87E-09,32.53,3396,"V-K",0.4,"Turnbull",0.37,"Turnbull"
26081,"___","05 33 44.94","+01 56 44.8",83.4372323,1.94577889,-241.34,-156.61,202.0172,-16.2777,15.94,0.06,11.46,0.01,"Koen",1.57,0.01,"Koen",10.44,0.16,"___",4.68,0.03,"2MASS","V-K",0.03,0.18,"M2.5Ve","MAINSEQ","M",0.18,11.37,3.52E-09,32.59,3398,"V-K",0.52,"Turnbull",0.42,"Turnbull"
80817,"___","16 30 13.39","-14 39 47.9",247.55578792,-14.66329215,-494.66,-205.17,1.6219,22.4672,22.43,0.12,12.28,0.01,"Koen",1.49,0.01,"Koen",10.53,0.29,"___",4.67,0.04,"2MASS","V-K",0.03,0.3,"M2.5V/M3V      ","___","___",0.18,8.08,3.52E-09,33.41,3400,"V-K",0.52,"Turnbull",0.42,"Turnbull"
5496,"___","01 10 22.31","-67 26 46.8",17.59293817,-67.44634604,389.2,571.98,300.134,-49.5789,8.19,0.02,9.82,0.01,"Koen",1.54,0.01,"Koen",10.26,0.06,"___",4.67,0.03,"2MASS","V-K",0.04,0.11,"K","MAINSEQ","K",0.21,25.15,2.72E-09,31.24,3401,"V-K",0.59,"Turnbull",0.44,"Turnbull"
33142,"___","06 54 03.64","+60 52 27.0",103.51517922,60.87417353,494.25,-991.36,155.0635,23.7836,10.48,0.02,11.01,0.01,"G",1.55,0.02,"G",10.91,0.07,"___",4.67,0.02,"2MASS","V-K",0.02,0.11,"M:","MAINSEQ","M",0.15,14.39,5.08E-09,31.74,3402,"V-K",0.43,"Turnbull",0.38,"Turnbull"
92871,"___","18 55 27.36","+08 24 09.6",283.86398515,8.40267585,92.03,-69.58,40.8723,2.9347,11.77,0.02,10.19,0.01,"Koen",1.54,0.01,"Koen",9.84,0.06,"___",4.67,0.02,"2MASS","V-K",0.07,0.11,"M2Ve","MAINSEQ","M",0.26,21.88,1.74E-09,32.09,3402,"V-K",0.74,"Turnbull",0.5,"Turnbull"
47425,"___","09 39 46.78","-41 04 06.3",144.94490302,-41.06842435,-526.08,356.91,268.4644,8.636,9.47,0.02,10.72,0,"G",1.52,0.01,"G",10.84,0.04,"___",4.66,0.02,"2MASS","V-K",0.02,0.1,"M:","MAINSEQ","M",0.16,16.43,4.77E-09,31.52,3403,"V-K",0.45,"Turnbull",0.39,"Turnbull"
76901,"___","15 42 07.78","-19 28 09.3",235.5324262,-19.46924527,-2032.22,-1039.54,349.1372,27.7073,10.43,0.06,11.86,0.01,"Koen",1.61,0.01,"Koen",11.76,0.14,"___",4.66,0.03,"2MASS","V-K",0.01,0.17,"M5          ","___","___",0.1,9.85,1.1E-08,31.76,3404,"V-K",0.3,"Turnbull",0.31,"Turnbull"
17695,"___","03 47 23.24","-01 58 17.5",56.84681692,-1.97154152,186.74,-271.77,189.7474,-40.9689,16.13,0.05,11.53,0.01,"Koen",1.52,0.01,"Koen",10.49,0.12,"___",4.66,0.03,"2MASS","V-K",0.03,0.15,"___","MAINSEQ","M",0.18,10.98,3.69E-09,32.61,3406,"V-K",0.51,"Turnbull",0.41,"Turnbull"
19394,"___","04 09 14.64","-53 22 30.4",62.3110205,-53.37511256,1043.71,581.95,262.7847,-45.3257,14.99,0.03,11.79,0.01,"G",1.48,0.01,"G",10.91,0.07,"___",4.66,0.02,"2MASS","V-K",0.02,0.11,"M","MAINSEQ","M",0.15,10,5.14E-09,32.51,3407,"V-K",0.43,"Turnbull",0.38,"Turnbull"
35191,"___","07 16 19.80","+27 08 34.7",109.08250709,27.14297445,-37.74,-195.76,190.6748,17.0901,12.04,0.03,10.83,0.02,"G",1.52,0.03,"G",10.43,0.1,"___",4.64,0.03,"2MASS","V-K",0.03,0.13,"___","MAINSEQ","M",0.19,15.48,3.33E-09,32.02,3411,"V-K",0.53,"Turnbull",0.42,"Turnbull"
70475,"___","14 24 55.66","+08 53 14.0",216.23192023,8.88723465,546.31,158.16,357.7746,61.3539,14.28,0.07,12.26,0.01,"Koen",1.6,0.01,"Koen",11.48,0.17,"___",4.64,0.03,"2MASS","V-K",0.01,0.19,"M:          ","___","___",0.12,8.11,8.6E-09,32.42,3413,"V-K",0.33,"Turnbull",0.33,"Turnbull"
52190,"___","10 39 44.21","-37 55 12.4",159.93420037,-37.92011347,189.48,-129.43,276.1329,18.0041,13.98,0.03,11.08,0.01,"Koen",1.56,0.01,"Koen",10.35,0.09,"*",4.64,0.03,"2MASS","V-K",0.04,0.13,"___","MAINSEQ","M",0.2,14.16,2.95E-09,32.41,3413,"V-K",0.57,"Turnbull",0.44,"Turnbull"
107711,"___","21 49 11.13","-41 33 28.3",327.29637525,-41.55787029,948.19,-471.79,359.5911,-50.2415,20.45,0.58,11.51,0.01,"Koen",1.62,0.01,"Koen",9.96,1.88,"___",4.64,0.03,"2MASS","V-K",0.05,1.88,"M6          ","___","___",0.23,11.24,2.18E-09,33.16,3413,"V-K",0.66,"Turnbull",0.47,"Turnbull"
61629,"___","12 37 53.20","-52 00 05.6",189.47165252,-52.00155006,-1034.22,30.09,300.8093,10.8143,9.69,0.02,10.66,0.01,"Koen",1.54,0.01,"Koen",10.73,0.06,"___",4.63,0.04,"2MASS","V-K",0.03,0.11,"M3","MAINSEQ","M",0.16,16.73,4.39E-09,31.56,3417,"V-K",0.46,"Turnbull",0.39,"Turnbull"
59406,"___","12 11 11.89","-19 57 36.5",182.79954834,-19.96012739,-214.86,-183.44,290.1857,41.9135,12.59,0.03,11.71,0.01,"Koen",1.57,0.01,"Koen",11.21,0.08,"___",4.63,0.02,"2MASS","V-K",0.02,0.12,"___","MAINSEQ","M",0.13,10.44,6.69E-09,32.15,3418,"V-K",0.37,"Turnbull",0.35,"Turnbull"
55042,304043,"11 16 02.89","-57 33 01.9",169.01203145,-57.55053464,-2465.03,1179.06,290.3859,2.979,12.67,0.03,11.52,0.01,"Koen",1.33,0.01,"Koen",11,0.08,"___",4.63,0.03,"2MASS","V-K",0.02,0.12,"M","MAINSEQ","M",0.13,10.48,6.54E-09,31.98,3419,"V-K",0.38,"Turnbull",0.36,"Turnbull"
79762,"___","16 16 46.04","+67 15 21.7",244.191849,67.25602668,-485.59,90.73,99.9173,39.4578,10.74,0.02,10.69,0.01,"G",1.5,0.01,"G",10.53,0.04,"___",4.62,0.02,"2MASS","V-K",0.03,0.1,"M3","MAINSEQ","M",0.18,16.38,3.73E-09,31.76,3419,"V-K",0.5,"Turnbull",0.41,"Turnbull"
82817,152751,"16 55 29.24","-08 20 03.1",253.87184972,-8.33420783,-829.34,-878.81,11.0477,21.1406,6.45,0.01,9.02,0.01,"Koen",1.57,0.01,"Koen",9.97,0.03,"*",4.62,0.03,"Koen","V-K",0.05,0.09,"M2.5V","MAINSEQ","M",0.23,35.33,2.22E-09,30.66,3420,"V-K",0.65,"Turnbull",0.47,"Turnbull"
37217,"___","07 38 40.67","-21 13 24.3",114.66947798,-21.22342385,454.24,-474.49,237.0853,0.2709,10.6,0.04,11.68,0,"G",1.59,0.01,"G",11.55,0.08,"___",4.62,0.02,"2MASS","V-K",0.01,0.12,"M2","MAINSEQ","M",0.11,10.35,9.59E-09,31.73,3422,"V-K",0.31,"Turnbull",0.32,"Turnbull"
65714,"___","13 28 20.99","-02 21 32.8",202.08746,-2.35910065,151.08,-486.61,321.1668,59.1996,13.89,0.04,11.23,0,"G",1.54,0,"G",10.52,0.09,"___",4.62,0.02,"2MASS","V-K",0.03,0.13,"M4+...","MAINSEQ","M",0.18,12.74,3.69E-09,32.31,3422,"V-K",0.5,"Turnbull",0.41,"Turnbull"
107317,"___","21 44 13.18","+06 38 30.7",326.05491855,6.64186705,-326.46,-166.9,62.6273,-33.5289,20.82,0.07,12.12,0.01,"Koen",1.52,0.01,"Koen",10.53,0.17,"___",4.62,0.03,"2MASS","V-K",0.03,0.19,"M3V:        ","___","___",0.18,8.69,3.53E-09,33.25,3422,"V-K",0.51,"Turnbull",0.42,"Turnbull"
33226,265866,"06 54 49.47","+33 16 08.9",103.70610465,33.26914569,-729.33,-399.31,182.9361,15.1374,5.61,0.01,9.89,0.03,"G",1.58,0.04,"G",11.14,0.04,"___",4.62,0.04,"2MASS","V-K",0.02,0.1,"M3.0V","MAINSEQ","K",0.13,23.59,6.59E-09,30.34,3423,"V-K",0.38,"Turnbull",0.35,"Turnbull"
1276,"___","00 16 02.03","-48 15 37.0",4.00847381,-48.26027238,-46.25,-238.51,318.6439,-67.7736,22.78,0.1,11.55,0.01,"Koen",1.51,0.01,"Koen",9.76,0.24,"___",4.61,0.32,"2MASS","V-K",0.05,0.4,"M5","MAINSEQ","M",0.23,10.12,2.17E-09,33.2,3424,"V-K",0.65,"Turnbull",0.47,"Turnbull"
80018,"___","16 20 04.05","-37 31 53.1",245.01688193,-37.53142026,-729.36,991.16,342.2725,8.9288,8.34,0.02,10.59,0.01,"Koen",1.56,0.01,"Koen",10.98,0.06,"___",4.61,0.04,"2MASS","V-K",0.02,0.11,"M4","MAINSEQ","M",0.14,17.29,5.55E-09,31.23,3425,"V-K",0.41,"Turnbull",0.37,"Turnbull"
113229,"___","22 55 47.90","-75 27 21.9",343.94957092,-75.45609056,-1027.28,-1061.6,311.9931,-39.5696,8.62,0.01,10.38,0.01,"Koen",1.5,0.01,"Koen",10.7,0.03,"___",4.61,0.02,"2MASS","V-K",0.03,0.1,"K","MAINSEQ","K",0.16,18.43,4.58E-09,31.22,3425,"V-K",0.45,"Turnbull",0.39,"Turnbull"
57459,"___","11 46 42.49","-14 00 44.9",176.6770235,-14.01247378,713.78,-786.47,280.0398,45.9623,19.99,0.06,11.7,0.01,"Koen",1.49,0.01,"Koen",10.2,0.15,"___",4.61,0.02,"2MASS","V-K",0.04,0.18,"M","MAINSEQ","M",0.21,10.33,2.71E-09,33.12,3425,"V-K",0.59,"Turnbull",0.45,"Turnbull"
101180,"___","20 30 31.42","+65 26 55.9",307.6309288,65.44886952,443.25,284.06,99.9345,15.0591,8,0.01,10.54,0.01,"G",1.54,0.01,"G",11.03,0.03,"___",4.61,0.02,"2MASS","V-K",0.02,0.09,"M3","MAINSEQ","M",0.14,17.43,5.95E-09,31.1,3426,"V-K",0.4,"Turnbull",0.36,"Turnbull"
39987,"___","08 09 58.55","-52 58 11.3",122.4939594,-52.96979883,-516.02,669.19,267.6877,-10.5982,16.48,0.04,11.75,0.01,"Koen",1.51,0.01,"Koen",10.66,0.1,"___",4.61,0.03,"2MASS","V-K",0.03,0.14,"M","MAINSEQ","M",0.17,10.02,4.24E-09,32.68,3427,"V-K",0.47,"Turnbull",0.4,"Turnbull"
86162,"___","17 36 26.41","+68 20 32.0",264.1100265,68.34222717,-320.47,-1269.55,98.6058,31.963,4.54,0,9.15,0.01,"G",1.51,0.01,"G",10.87,0.02,"___",4.6,0.02,"2MASS","V-K",0.02,0.09,"M3.0V","MAINSEQ","M",0.15,32.98,5.16E-09,29.87,3428,"V-K",0.42,"Turnbull",0.38,"Turnbull"
74190,"___","15 09 35.94","+03 09 56.3",227.39976594,3.1656499,-601.06,482.52,3.0052,49.2153,14.45,0.04,11.47,0.01,"Koen",1.51,0.01,"Koen",10.67,0.1,"___",4.6,0.02,"2MASS","V-K",0.03,0.13,"M:","MAINSEQ","M",0.16,11.38,4.27E-09,32.4,3428,"V-K",0.47,"Turnbull",0.4,"Turnbull"
84140,155876,"17 12 07.62","+45 40 11.4",258.03174636,45.66984247,325.96,-1591.73,71.3415,35.9666,6.4,0.01,9.44,0.06,"VT",1.49,0.03,"G",10.41,0.08,"*",4.6,0.07,"2MASS","V-K",0.03,0.12,"M3.0V","MAINSEQ","K",0.18,28.91,3.38E-09,30.62,3428,"V-K",0.52,"Turnbull",0.42,"Turnbull"
28035,"___","05 55 43.01","-26 51 23.3",88.92919885,-26.85648122,314.74,-10.22,232.2844,-23.3996,14.58,0.03,10.82,0.01,"Koen",1.48,0.01,"Koen",10,0.08,"___",4.6,0.22,"2MASS","V-K",0.05,0.23,"M2.5V          ","___","___",0.22,14.8,2.48E-09,32.33,3429,"V-K",0.61,"Turnbull",0.46,"Turnbull"
112120,"___","22 42 38.08","+17 40 04.7",340.65865688,17.66798381,1106.85,514.8,84.4068,-35.393,21.04,0.06,11.7,0.01,"Koen",1.47,0.01,"Koen",10.09,0.14,"___",4.6,0.03,"2MASS","V-K",0.04,0.17,"M3","MAINSEQ","M",0.21,9.81,2.71E-09,33.12,3430,"V-K",0.58,"Turnbull",0.45,"Turnbull"
8382,"___","01 48 03.76","+21 12 26.2",27.01565093,21.20726838,341.07,-212.9,140.1852,-39.7598,20.38,0.07,12.16,0.01,"Koen",1.58,0.01,"Koen",10.61,0.17,"___",4.6,0.43,"2MASS","V-K",0.03,0.46,"M2          ","___","___",0.16,7.93,4.42E-09,33.04,3431,"V-K",0.46,"Turnbull",0.39,"Turnbull"
57087,"___","11 42 10.51","+26 42 30.8",175.54378678,26.70854768,896.37,-813.7,210.5337,74.5669,10.14,0.02,10.67,0.02,"G",1.49,0.02,"G",10.64,0.07,"___",4.6,0.02,"2MASS","V-K",0.03,0.11,"M3","MAINSEQ","M",0.17,16.34,4.2E-09,31.61,3431,"V-K",0.47,"Turnbull",0.4,"Turnbull"
36626,"___","07 31 57.88","+36 13 11.7",112.99117733,36.21991515,-224.41,-213.3,182.7886,23.3121,11.87,0.04,10.52,0,"G",1.44,0.01,"G",10.15,0.1,"___",4.59,0.02,"2MASS","V-K",0.04,0.13,"M3.5Ve","MAINSEQ","M",0.21,17.48,2.68E-09,31.95,3432,"V-K",0.59,"Turnbull",0.45,"Turnbull"
9786,"___","02 05 48.91","-30 10 36.8",31.45378802,-30.17689282,-527.75,100.08,227.9124,-73.4202,9.28,0.03,12.17,0.01,"Koen",1.69,0.01,"Koen",12.33,0.07,"___",4.59,0.03,"2MASS","V-K",0.01,0.12,"K:...       ","___","___",0.08,8.25,1.97E-08,31.43,3433,"V-K",0.22,"Turnbull",0.27,"Turnbull"
31300,"___","06 33 50.42","-58 31 49.4",98.46009459,-58.53039331,-400,795.86,267.8399,-25.1226,16.46,0.03,11.59,0.01,"Koen",1.55,0.01,"Koen",10.51,0.08,"___",4.59,0.03,"2MASS","V-K",0.03,0.12,"M","MAINSEQ","M",0.17,10.52,3.85E-09,32.63,3433,"V-K",0.49,"Turnbull",0.41,"Turnbull"
79551,"___","16 13 56.45","+33 46 25.0",243.48522252,33.77361984,-263.04,-82.85,54.5238,46.2862,22.03,0.08,12.33,0.01,"SIMBAD",0.87,">0.1","SIMBAD",10.62,0.2,"___",4.58,0.02,"2MASS","V-K",0.03,0.22,"M           ","___","___",0.17,7.55,4.18E-09,33.28,3439,"V-K",0.47,"Turnbull",0.4,"Turnbull"
54227,"___","11 05 42.77","+10 14 15.6",166.4282228,10.23765432,618.85,-698.39,242.0151,59.9183,19.65,0.09,12.37,0.01,"Koen",1.6,0.01,"Koen",10.9,0.22,"___",4.57,0.03,"2MASS","V-K",0.02,0.23,"K:          ","___","___",0.15,7.4,5.47E-09,33.02,3441,"V-K",0.41,"Turnbull",0.37,"Turnbull"
82926,"___","16 56 48.52","-39 05 37.2",254.20216085,-39.09365955,65.79,-109.38,345.9083,2.5056,15.78,0.06,11.25,0.01,"Koen",1.55,0.01,"Koen",10.26,0.16,"*",4.57,0.71,"2MASS","V-K",0.05,0.72,"M3Ve+...    ","___","___",0.21,13.51,2.54E-09,32.74,3441,"V-K",0.6,"Turnbull",0.45,"Turnbull"
83762,"___","17 07 07.78","+21 33 14.7",256.78241673,21.55408273,-465.66,-29.36,42.4814,32.0989,13.36,0.04,11.68,0.01,"Koen",1.57,0.01,"Koen",11.05,0.1,"___",4.57,0.02,"2MASS","V-K",0.02,0.14,"M3","MAINSEQ","M",0.14,10.47,5.9E-09,32.25,3443,"V-K",0.39,"Turnbull",0.36,"Turnbull"
12781,"___","02 44 14.95","+25 31 27.3",41.06229453,25.52424901,864.77,-367.17,152.6835,-30.7505,7.51,0.02,10.56,0.01,"Koen",1.58,0.01,"Koen",11.18,0.05,"___",4.57,0.29,"2MASS","V-K",0.02,0.3,"M3.5Ve      ","___","___",0.13,17.23,6.9E-09,30.97,3444,"V-K",0.36,"Turnbull",0.35,"Turnbull"
16536,"___","03 32 56.11","-44 42 08.2",53.23380442,-44.70227047,-311.83,131.21,252.4012,-53.3854,10.74,0.02,11.48,0.01,"Koen",1.59,0.01,"Koen",11.32,0.06,"___",4.56,0.02,"2MASS","V-K",0.01,0.11,"___","MAINSEQ","M",0.12,11.15,8.06E-09,31.71,3445,"V-K",0.34,"Turnbull",0.34,"Turnbull"
10812,"___","02 19 09.06","-36 46 45.9",34.78776199,-36.77942028,1394.12,549.99,245.9087,-69.1113,14.07,0.05,11.6,0.01,"Koen",1.55,0.01,"Koen",10.85,0.11,"___",4.56,0.02,"2MASS","V-K",0.02,0.14,"___","MAINSEQ","M",0.15,10.53,5.26E-09,32.29,3447,"V-K",0.42,"Turnbull",0.38,"Turnbull"
66077,"___","13 32 44.44","+16 48 41.0",203.1851521,16.81138664,252.95,-221.83,347.8585,75.9383,12.76,0.25,11.4,0.01,"Koen",1.56,0.01,"Koen",10.87,0.65,"___",4.55,0.69,"2MASS","V-K",0.02,0.95,"M4Ve        ","___","___",0.15,11.57,5.3E-09,32.09,3450,"V-K",0.41,"Turnbull",0.37,"Turnbull"
91699,"___","18 41 59.24","+31 49 49.7",280.49684034,31.83046912,-303.3,8.59,61.0398,15.7631,11.45,0.03,11.27,0.01,"G",1.58,0.02,"G",10.98,0.08,"___",4.55,0.02,"2MASS","V-K",0.02,0.12,"M4","MAINSEQ","M",0.14,12.15,5.97E-09,31.83,3451,"V-K",0.39,"Turnbull",0.36,"Turnbull"
46706,"___","09 31 19.00","-13 29 19.8",142.82916031,-13.48883369,722.93,53.52,246.3872,26.7168,10.01,0.04,10.06,0.01,"G",1.55,0.02,"G",10.06,0.09,"*",4.55,0.02,"2MASS","V-K",0.05,0.13,"M2","MAINSEQ","M",0.21,21.22,2.56E-09,31.54,3451,"V-K",0.59,"Turnbull",0.45,"Turnbull"
42762,"___","08 42 52.10","+09 33 16.5",130.71706848,9.5545968,223.69,-616.13,217.0249,29.0641,14.93,0.06,11.81,0.01,"Koen",1.55,0.01,"Koen",10.94,0.14,"___",4.55,0.03,"2MASS","V-K",0.02,0.17,"M5","MAINSEQ","M",0.14,9.38,5.88E-09,32.38,3452,"V-K",0.39,"Turnbull",0.36,"Turnbull"
76074,"___","15 32 13.85","-41 16 23.1",233.05768961,-41.27308564,-1177.47,-1028.86,332.6787,12.1295,5.93,0.01,9.31,0.01,"Koen",1.5,0.01,"Koen",10.44,0.02,"___",4.55,0.04,"Koen","V-K",0.03,0.09,"M2.5V","MAINSEQ","M",0.18,29.95,3.66E-09,30.4,3452,"V-K",0.5,"Turnbull",0.41,"Turnbull"
100923,"___","20 27 41.79","-27 44 44.1",306.92412765,-27.74557538,-202.72,-876.94,15.7563,-32.2398,14.84,0.04,11.43,0.01,"Koen",1.49,0.01,"Koen",10.58,0.11,"___",4.55,0.03,"2MASS","V-K",0.03,0.14,"M3          ","___","___",0.17,11.38,4.05E-09,32.41,3452,"V-K",0.47,"Turnbull",0.4,"Turnbull"
