"HIP","HD","RAhms","DEdms","RA(ICRS)","DE(ICRS)","pmRA","pmDE","Glon","Glat","d(pc)","ePARX/PARX","V","e_V","V_src","B-V","e_B-V","B-V_src","Mv","e_Mv","CombMag","V-K","e_V-K","K_src","Lbol_src","Lbol","e_Lbol","SpType","CLASS","SPECTAG","EEID(AU)","EEID(mas)","FPB-Earth","V-Earth(mag)","Teff","Teff_src","R*(Rsun)","R_src","M*(Msun)","M_src"
42748,"___","08 42 44.40","+09 33 29.7",130.68501499,9.55823981,216.27,-634.11,217.0054,29.0373,15.43,0.04,9.63,0.01,"Koen",1.46,0.01,"Koen",8.69,0.09,"___",3.79,0.04,"2MASS","V-K",0.09,0.13,"M0          ","___","___",0.3,19.59,1.26E-09,31.87,3829,"V-K",0.69,"Turnbull",0.54,"Turnbull"
108523,"___","21 59 08.30","-46 45 46.0",329.78456262,-46.7627673,2.31,-146.57,351.0017,-51.0348,28.88,0.1,11.45,0.33,"VT",1.65,0.08,"G",9.15,0.57,"___",3.79,0.33,"2MASS","V-K",0.06,0.66,"M4          ","___","___",0.24,8.45,1.94E-09,33.23,3831,"V-K",0.55,"Turnbull",0.49,"Turnbull"
94595,"___","19 15 01.24","-32 24 59.0",288.75517275,-32.4164027,376.39,-78.3,5.4088,-18.7604,29.13,0.09,11.28,0.01,"G",1.42,0.02,"G",8.96,0.21,"___",3.79,0.03,"2MASS","V-K",0.07,0.22,"M0.5Vk         ","___","___",0.27,9.15,1.63E-09,33.25,3831,"V-K",0.6,"Turnbull",0.51,"Turnbull"
48714,"___","09 56 09.06","+62 47 23.6",149.03774424,62.78988049,-304.56,-583.14,149.2159,44.3578,10.56,0.01,8.99,0.01,"G",1.44,0.01,"G",8.87,0.04,"___",3.79,0.03,"2MASS","V-K",0.08,0.1,"M2","MAINSEQ","M",0.28,26.15,1.51E-09,31.04,3831,"V-K",0.63,"Turnbull",0.52,"Turnbull"
23200,"___","04 59 34.81","+01 47 01.5",74.8950463,1.78375097,37.15,-93.94,197.6373,-23.7621,25.88,0.07,10.05,0.01,"G",1.39,0.02,"G",7.99,0.16,"___",3.79,0.02,"2MASS","V-K",0.17,0.16,"M0.5Ve","MAINSEQ","M",0.42,16.12,6.64E-10,32.99,3831,"V-K",0.95,"Turnbull",0.64,"Turnbull"
8014,"___","01 42 55.27","-42 12 11.2",25.73029947,-42.20310863,648.75,-137.23,271.3652,-71.6266,23.35,0.06,11.19,0,"G",1.38,0.01,"G",9.35,0.13,"___",3.79,0.02,"2MASS","V-K",0.05,0.13,"M:          ","___","___",0.22,9.53,2.33E-09,32.77,3832,"V-K",0.5,"Turnbull",0.46,"Turnbull"
90306,"___","18 25 31.99","+38 21 19.2",276.38327301,38.35532929,-76.81,-743.33,66.238,21.2029,24.78,0.05,11.28,0.01,"G",1.44,0.02,"G",9.31,0.12,"___",3.79,0.03,"2MASS","V-K",0.05,0.12,"M:","MAINSEQ","M",0.23,9.14,2.25E-09,32.9,3832,"V-K",0.51,"Turnbull",0.47,"Turnbull"
37288,"___","07 39 23.12","+02 11 03.3",114.84635403,2.18426228,-147.94,-246.63,216.4861,11.6589,14.58,0.02,9.59,0.01,"Koen",1.47,0.01,"Koen",8.77,0.06,"___",3.79,0.03,"2MASS","V-K",0.08,0.07,"M0","MAINSEQ","M",0.28,19.28,1.46E-09,31.68,3832,"V-K",0.64,"Turnbull",0.52,"Turnbull"
114859,"___","23 15 55.41","-81 22 22.2",348.98088423,-81.37284402,504.34,116.72,307.1805,-34.9526,22.46,0.03,10,0.01,"Koen",1.4,0.01,"Koen",8.25,0.08,"*",3.78,0.09,"2MASS","V-K",0.12,0.12,"M","MAINSEQ","M",0.35,15.5,9.53E-10,32.56,3835,"V-K",0.79,"Turnbull",0.58,"Turnbull"
75710,"___","15 28 01.25","+25 47 24.4",232.00521505,25.7901102,90.5,-59.39,39.8335,55.0709,24.55,0.06,11.07,0.01,"G",1.61,0.02,"G",9.12,0.15,"___",3.78,0.02,"2MASS","V-K",0.06,0.15,"M0","MAINSEQ","M",0.25,10.04,1.9E-09,32.87,3836,"V-K",0.56,"Turnbull",0.49,"Turnbull"
13398,"___","02 52 25.02","+26 58 32.0",43.1042582,26.97554256,9.92,-231.56,153.6738,-28.578,27.65,0.07,10.86,0.01,"G",1.26,0.02,"G",8.65,0.17,"___",3.78,0.02,"2MASS","V-K",0.09,0.17,"___","MAINSEQ","K",0.31,11.05,1.24E-09,33.13,3836,"V-K",0.69,"Turnbull",0.54,"Turnbull"
52621,"___","10 45 40.25","-19 06 46.4",161.41769813,-19.11290026,-1804.68,-594.7,266.1383,34.6214,20.02,0.05,11.03,0.01,"G",1.43,0.02,"G",9.52,0.12,"___",3.78,0.03,"2MASS","V-K",0.04,0.12,"M           ","___","___",0.2,10.21,2.76E-09,32.43,3837,"V-K",0.46,"Turnbull",0.44,"Turnbull"
15973,"___","03 25 39.44","-42 59 10.9",51.41432881,-42.98635674,322.7,-131.59,250.124,-55.087,23.3,0.05,11.25,0.01,"Koen",1.46,0.01,"Koen",9.42,0.12,"___",3.78,0.03,"2MASS","V-K",0.05,0.12,"A5","MAINSEQ","M",0.21,9.18,2.52E-09,32.75,3838,"V-K",0.48,"Turnbull",0.45,"Turnbull"
59748,"___","12 15 09.05","+48 43 57.7",183.78772789,48.7327013,-240.46,-31.29,138.5523,67.2803,24.88,0.05,10.55,0.01,"G",1.41,0.01,"G",8.57,0.11,"___",3.78,0.02,"2MASS","V-K",0.1,0.11,"M2V","MAINSEQ","M",0.32,12.73,1.15E-09,32.9,3838,"V-K",0.72,"Turnbull",0.55,"Turnbull"
55360,"___","11 20 09.03","+65 50 45.7",170.03762202,65.84603892,-2946.7,184.52,136.8576,48.7402,8.92,0.01,9.31,0.01,"G",1.41,0.02,"G",9.56,0.03,"___",3.78,0.02,"2MASS","V-K",0.04,0.04,"M1Vvar","MAINSEQ","M",0.2,22.53,2.86E-09,30.67,3839,"V-K",0.45,"Turnbull",0.44,"Turnbull"
37978,"___","07 47 03.02","-13 56 14.8",116.76257064,-13.9374428,118.53,-499.85,231.7307,5.608,28.93,0.08,11.5,0.02,"G",1.38,0.03,"G",9.19,0.2,"___",3.77,0.03,"2MASS","V-K",0.06,0.21,"M1","MAINSEQ","M",0.24,8.2,2.05E-09,33.22,3841,"V-K",0.54,"Turnbull",0.48,"Turnbull"
50808,"___","10 22 24.20","-60 10 34.1",155.6008156,-60.17612897,344.17,-412.93,285.3916,-2.4819,19.9,0.04,10.54,0.01,"Koen",1.42,0.01,"Koen",9.05,0.09,"*","___","___","___","B-V",0.07,0.14,"M","MAINSEQ","M",0.26,13.07,1.71E-09,32.46,3841,"B-V",0.59,"Turnbull",0.5,"Turnbull"
120005,79211,"09 14 26.19","+52 41 16.7",138.60913008,52.68797118,-1551.3,-656.25,164.9315,42.6757,6.11,0.01,7.7,0.01,"G",1.42,0.01,"G",8.77,0.02,"___","___","___","___","B-V",0.08,0.1,"K7.0V","MAINSEQ","K",0.28,46.45,1.44E-09,29.81,3841,"B-V",0.53,"Takeda",0.55,"Takeda"
102300,"___","20 43 40.95","+64 16 55.0",310.92061816,64.28194099,310.37,-100.54,99.7658,13.2464,21.13,0.04,11.38,0.3,"VT",1.41,0.3,"BVT-G-Red",9.76,0.38,"___",3.77,0.3,"2MASS","V-K",0.03,0.49,"M0          ","___","___",0.18,8.65,3.46E-09,32.53,3843,"V-K",0.41,"Turnbull",0.42,"Turnbull"
31635,260655,"06 37 11.27","+17 33 50.4",99.29694468,17.56399483,-775.53,331.8,195.6751,4.8691,9.75,0.02,9.59,0.01,"Koen",1.51,0.01,"Koen",9.65,0.05,"___",3.77,0.03,"2MASS","V-K",0.04,0.05,"M1:","MAINSEQ","M",0.19,19.37,3.24E-09,30.82,3843,"V-K",0.43,"Turnbull",0.43,"Turnbull"
4443,"___","00 56 50.55","-11 35 17.7",14.21060461,-11.58825278,-201.75,-239.76,127.8619,-74.4082,24.77,0.07,11.12,0.01,"Koen",1.47,0.01,"Koen",9.15,0.17,"___",3.77,0.02,"2MASS","V-K",0.06,0.17,"___","MAINSEQ","M",0.24,9.71,1.99E-09,32.87,3843,"V-K",0.54,"Turnbull",0.48,"Turnbull"
7554,"___","01 37 20.38","-49 11 45.4",24.33490489,-49.19594129,497.52,113.75,284.1211,-66.222,22.49,0.03,10.39,0.01,"Koen",1.44,0.01,"Koen",8.63,0.09,"___",3.77,0.02,"2MASS","V-K",0.09,0.09,"M:","MAINSEQ","M",0.31,13.66,1.22E-09,32.67,3843,"V-K",0.69,"Turnbull",0.55,"Turnbull"
17609,23453,"03 46 19.89","+26 12 57.5",56.58286876,26.21598281,386.94,-198.16,164.9268,-22.0606,14.75,0.03,9.61,0.01,"G",1.44,0.02,"G",8.77,0.08,"___",3.77,0.02,"2MASS","V-K",0.08,0.08,"K5","MAINSEQ","K",0.29,19.54,1.39E-09,31.75,3844,"V-K",0.65,"Turnbull",0.53,"Turnbull"
73470,"___","15 00 55.38","+45 25 31.1",225.23074748,45.42530804,241.12,370.51,76.9952,58.4706,11.79,0.01,9.15,0.01,"G",1.43,0.02,"G",8.79,0.04,"*",3.77,0.02,"2MASS","V-K",0.08,0.04,"M0","MAINSEQ","M",0.28,24.16,1.42E-09,31.27,3844,"V-K",0.64,"Turnbull",0.53,"Turnbull"
99699,"___","20 13 51.55","+13 23 19.5",303.46480959,13.38876287,423.33,20.24,54.6226,-11.4851,26.15,0.07,11.23,0.31,"VT",1.37,0.13,"G",9.14,0.47,"___",3.76,0.31,"2MASS","V-K",0.06,0.56,"M0V:        ","___","___",0.24,9.25,1.97E-09,32.99,3845,"V-K",0.54,"Turnbull",0.48,"Turnbull"
81827,"___","16 42 51.74","-33 14 21.1",250.71559045,-33.2391839,-132.8,-276.22,348.6461,8.4011,28.32,0.11,11.5,0.01,"G",1.44,0.01,"G",9.24,0.25,"___",3.76,0.03,"2MASS","V-K",0.05,0.25,"M0Vk:          ","___","___",0.23,8.16,2.16E-09,33.16,3847,"V-K",0.52,"Turnbull",0.47,"Turnbull"
110980,"___","22 29 05.84","+01 39 49.9",337.27432832,1.66385679,44.84,-196.61,67.2137,-45.2544,21.32,0.04,10.51,0,"G",1.43,0.01,"G",8.87,0.1,"___",3.76,0.02,"2MASS","V-K",0.08,0.1,"___","MAINSEQ","M",0.27,12.89,1.53E-09,32.55,3847,"V-K",0.62,"Turnbull",0.52,"Turnbull"
54373,"___","11 07 27.85","-19 17 29.0",166.86603065,-19.29137696,-232.94,-46.02,271.6514,37.1856,18.69,0.03,10.38,0,"G",1.43,0.01,"G",9.02,0.07,"___",3.76,0.02,"2MASS","V-K",0.07,0.07,"K5","MAINSEQ","K",0.26,13.67,1.77E-09,32.26,3848,"V-K",0.57,"Turnbull",0.5,"Turnbull"
10312,"___","02 12 50.71","-17 41 14.0",33.2112883,-17.68721593,494.4,202.92,190.4812,-68.9909,26.85,0.07,11.1,0.01,"G",1.46,0.02,"G",8.96,0.18,"___",3.76,0.03,"2MASS","V-K",0.07,0.18,"___","MAINSEQ","M",0.26,9.8,1.67E-09,33.05,3849,"V-K",0.59,"Turnbull",0.5,"Turnbull"
91128,"___","18 35 18.01","+45 44 35.4",278.82505166,45.74315534,451.8,364.58,74.3921,21.733,15.55,0.01,9.84,0.01,"G",1.42,0.01,"G",8.88,0.04,"___",3.76,0.02,"2MASS","V-K",0.07,0.05,"M2","MAINSEQ","M",0.27,17.51,1.56E-09,31.86,3849,"V-K",0.61,"Turnbull",0.51,"Turnbull"
112774,216133,"22 50 19.49","-07 05 25.3",342.58119552,-7.09035755,-103.03,103.08,62.2436,-54.9837,14.13,0.03,9.85,0.01,"Koen",1.47,0.01,"Koen",9.1,0.07,"___",3.76,0.02,"2MASS","V-K",0.06,0.07,"K7","MAINSEQ","K",0.24,17.34,1.92E-09,31.64,3850,"V-K",0.55,"Turnbull",0.49,"Turnbull"
114252,"___","23 08 19.49","-15 24 35.6",347.08119329,-15.40988872,101.59,-24.15,53.7432,-63.3513,22.28,0.05,10.87,0.01,"Koen",1.41,0.01,"Koen",9.13,0.13,"___",3.76,0.03,"2MASS","V-K",0.06,0.13,"Me","MAINSEQ","M",0.24,10.89,1.96E-09,32.64,3850,"V-K",0.54,"Turnbull",0.48,"Turnbull"
60475,107888,"12 23 53.53","+12 34 50.4",185.97303737,12.58066308,40.9,-168.02,277.6684,74.0857,21,0.05,10.39,0.01,"Koen",1.44,0.01,"Koen",8.77,0.13,"___",3.76,0.02,"2MASS","V-K",0.08,0.13,"K5","MAINSEQ","K",0.29,13.58,1.42E-09,32.5,3850,"V-K",0.64,"Turnbull",0.53,"Turnbull"
34712,"___","07 11 19.58","-67 07 16.1",107.83157295,-67.12114561,97.07,-662.81,278.0562,-22.9621,26.26,0.04,11.16,0.01,"G",1.44,0.02,"G",9.06,0.1,"___",3.75,0.03,"2MASS","V-K",0.06,0.1,"M:","MAINSEQ","M",0.25,9.52,1.85E-09,32.99,3851,"V-K",0.56,"Turnbull",0.49,"Turnbull"
85647,"___","17 30 11.45","-51 38 11.5",262.54769926,-51.63652531,-259.23,-185.69,339.1047,-9.5431,16.45,0.03,9.59,0.01,"Koen",1.44,0.01,"Koen",8.5,0.07,"___",3.76,0.03,"2MASS","V-K",0.11,0.08,"M0","MAINSEQ","M",0.32,19.72,1.1E-09,31.98,3851,"V-K",0.73,"Turnbull",0.56,"Turnbull"
96702,"___","19 39 33.23","+71 52 23.0",294.88843753,71.87306594,-190.42,-443.71,103.764,22.0643,22.25,0.03,10.94,0.01,"G",1.48,0.02,"G",9.2,0.07,"___",3.75,0.03,"2MASS","V-K",0.05,0.08,"M:","MAINSEQ","M",0.23,10.53,2.11E-09,32.63,3852,"V-K",0.53,"Turnbull",0.48,"Turnbull"
110951,"___","22 28 45.83","+18 55 55.2",337.19097878,18.93200777,166.13,-128.26,82.1398,-32.4101,22.02,0.04,10.74,0.01,"Koen",1.47,0.01,"Koen",9.02,0.1,"___",3.75,0.02,"2MASS","V-K",0.07,0.1,"___","MAINSEQ","K",0.26,11.59,1.77E-09,32.62,3852,"V-K",0.57,"Turnbull",0.5,"Turnbull"
5260,"___","01 07 13.60","-32 25 45.5",16.80665675,-32.42929737,-14.09,-165.43,271.0201,-83.6897,27.91,0.06,10.81,0.19,"VT",1.4,0.01,"G",8.58,0.33,"___",3.75,0.19,"2MASS","V-K",0.1,0.38,"___","MAINSEQ","K",0.31,11.19,1.18E-09,33.12,3852,"V-K",0.7,"Turnbull",0.55,"Turnbull"
108467,"___","21 58 23.97","+75 35 20.4",329.59989019,75.58900273,231.83,22.6,112.6973,16.2799,20.77,0.02,10.48,0.17,"VT",0.74,0.02,"G",8.89,0.22,"___",3.75,0.17,"2MASS","V-K",0.07,0.28,"M0","WD","WD",0.27,13,1.59E-09,32.48,3853,"V-K",0.61,"Turnbull",0.51,"Turnbull"
687,"___","00 08 27.34","+17 25 28.0",2.11390101,17.42445447,-92.54,-63.62,108.5536,-44.244,21.75,0.04,10.76,0.01,"Koen",1.48,0.01,"Koen",9.08,0.11,"___",3.75,0.02,"2MASS","V-K",0.06,0.11,"M0","MAINSEQ","M",0.25,11.58,1.82E-09,32.61,3854,"V-K",0.56,"Turnbull",0.49,"Turnbull"
60343,"___","12 22 21.72","+25 10 13.6",185.59049959,25.17045531,-692.58,-200.85,228.0079,83.189,29.91,0.07,11.35,0.01,"G",1.35,0.02,"G",8.97,0.18,"___",3.75,0.03,"2MASS","V-K",0.07,0.18,"M:          ","___","___",0.26,8.71,1.7E-09,33.27,3854,"V-K",0.58,"Turnbull",0.5,"Turnbull"
17414,"___","03 43 52.47","+16 40 22.1",55.96861637,16.67279765,155.18,-319.87,171.676,-29.4457,17.71,0.03,9.9,0.01,"Koen",1.46,0.01,"Koen",8.66,0.09,"___",3.74,0.02,"2MASS","V-K",0.08,0.09,"M2","MAINSEQ","M",0.29,16.24,1.4E-09,32.04,3858,"V-K",0.64,"Turnbull",0.53,"Turnbull"
44722,"___","09 06 45.53","-08 48 26.4",136.68970461,-8.80734614,-308.85,210.2,238.1806,24.8237,14.56,0.02,9.48,0.01,"Koen",1.45,0.01,"Koen",8.66,0.05,"___",3.74,0.02,"2MASS","V-K",0.09,0.06,"M0","MAINSEQ","M",0.3,20.35,1.32E-09,31.68,3858,"V-K",0.66,"Turnbull",0.54,"Turnbull"
897,"___","00 11 04.46","-05 47 02.4",2.76858844,-5.78399441,255.86,10.17,96.9033,-66.594,25.54,0.05,10.86,0.01,"G",1.42,0.02,"G",8.82,0.13,"___",3.74,0.02,"2MASS","V-K",0.08,0.13,"M2","MAINSEQ","M",0.28,10.87,1.5E-09,32.92,3859,"V-K",0.62,"Turnbull",0.52,"Turnbull"
70308,"___","14 23 06.30","-68 22 55.5",215.77626176,-68.38207621,58.89,-238.61,311.2424,-7.002,23.47,0.03,10.27,0.01,"Koen",1.43,0.01,"Koen",8.42,0.09,"___",3.74,0.13,"2MASS","V-K",0.11,0.16,"M1V:        ","___","___",0.33,14.07,1.06E-09,32.71,3859,"V-K",0.74,"Turnbull",0.57,"Turnbull"
58688,"___","12 02 13.25","-38 00 26.7",180.55520156,-38.00740883,-131.89,-249.77,292.353,23.8512,22.92,0.04,10.52,0,"G",1.42,0.01,"G",8.72,0.1,"*",3.74,0.02,"2MASS","V-K",0.08,0.1,"M0V","MAINSEQ","M",0.29,12.69,1.36E-09,32.68,3861,"V-K",0.65,"Turnbull",0.53,"Turnbull"
102357,352860,"20 44 21.95","+19 45 04.1",311.09147356,19.75114435,-15.95,-600.01,64.2119,-14.013,21.08,0.04,10.3,0.01,"Koen",1.46,0.01,"Koen",8.68,0.11,"___",3.74,0.02,"2MASS","V-K",0.09,0.11,"M2","MAINSEQ","M",0.3,14.11,1.3E-09,32.52,3861,"V-K",0.66,"Turnbull",0.54,"Turnbull"
49973,"___","10 12 08.47","-18 37 03.8",153.03530939,-18.61772775,-498.8,-29.16,258.3576,30.1443,17.18,0.03,9.91,0.01,"Koen",1.44,0.01,"Koen",8.73,0.08,"___",3.74,0.02,"2MASS","V-K",0.08,0.08,"K7V","MAINSEQ","K",0.29,16.65,1.41E-09,32.04,3862,"V-K",0.64,"Turnbull",0.53,"Turnbull"
3378,"___","00 42 56.51","+22 39 34.5",10.73544215,22.65957407,400.61,18.12,120.3665,-40.1699,28.93,0.09,11.55,0.01,"G",1.44,0.02,"G",9.24,0.21,"___",3.73,0.02,"2MASS","V-K",0.05,0.22,"M1","MAINSEQ","M",0.23,7.88,2.22E-09,33.18,3864,"V-K",0.51,"Turnbull",0.47,"Turnbull"
75798,"___","15 29 07.30","-17 22 54.6",232.28043419,-17.3818413,-216.71,22.67,348.1206,31.3257,24.89,0.06,10.53,0.01,"G",1.42,0.01,"G",8.55,0.15,"___",3.73,0.02,"2MASS","V-K",0.1,0.15,"___","MAINSEQ","M",0.31,12.59,1.18E-09,32.85,3866,"V-K",0.7,"Turnbull",0.55,"Turnbull"
45343,79210,"09 14 24.27","+52 41 16.8",138.60112218,52.6879927,-1533.58,-562.8,164.9327,42.6709,6.11,0.01,7.64,0.01,"G",1.41,0.01,"G",8.71,0.02,"___","___","___","___","B-V",0.08,0.1,"M0.0V","MAINSEQ","M",0.29,46.89,1.41E-09,29.77,3867,"B-V",0.54,"Takeda",0.58,"Takeda"
473,38,"00 05 40.28","+45 48 44.8",1.41782275,45.81245496,878.73,-153.87,114.6484,-16.3219,11.31,0.02,8.83,0.03,"VT",1.41,0.01,"G",8.56,0.07,"*","___","___","___","B-V",0.09,0.12,"K2","MAINSEQ","K",0.31,27.15,1.23E-09,31.11,3867,"B-V",0.5,"Takeda",0.55,"Takeda"
68551,"___","14 01 58.68","+15 29 41.2",210.49451451,15.49478862,105.12,-16.38,1.1335,69.9099,27.72,0.11,10.63,0.01,"G",1.42,0.02,"G",8.42,0.27,"*",3.73,0.02,"2MASS","V-K",0.11,0.27,"M2...       ","___","___",0.33,12.02,1.04E-09,33.09,3867,"V-K",0.74,"Turnbull",0.57,"Turnbull"
52600,"___","10 45 21.51","+38 30 41.1",161.33964291,38.51140325,-34.9,147.61,181.5004,61.352,13.92,0.02,9.28,0.06,"VT",1.44,0.06,"BVT-Red",8.56,0.12,"*",3.73,0.07,"2MASS","V-K",0.1,0.13,"M2","MAINSEQ","M",0.31,22.38,1.19E-09,31.59,3868,"V-K",0.69,"Turnbull",0.55,"Turnbull"
66993,"___","13 43 46.73","-35 24 18.9",205.94471949,-35.40525775,48.04,381.1,314.8061,26.2567,26.91,0.08,11.8,0.02,"G",1.44,0.02,"G",9.65,0.2,"___",3.72,0.03,"2MASS","V-K",0.04,0.2,"___","MAINSEQ","M",0.19,6.99,3.26E-09,33.02,3870,"V-K",0.42,"Turnbull",0.42,"Turnbull"
109084,"___","22 05 51.46","-11 54 49.5",331.46440393,-11.9137479,-265.5,-174.71,46.066,-48.365,22.22,0.06,10.12,0,"G",1.41,0.01,"G",8.39,0.14,"___",3.72,0.04,"2MASS","V-K",0.11,0.14,"M0          ","___","___",0.34,15.17,1.02E-09,32.6,3870,"V-K",0.75,"Turnbull",0.57,"Turnbull"
59378,"___","12 10 56.88","+41 03 26.0",182.73701589,41.05721814,7.79,231.59,151.2376,73.7703,21.58,0.04,10.8,0.13,"VT",1.34,0.02,"G",9.13,0.22,"___",3.71,0.13,"2MASS","V-K",0.06,0.25,"M2V","MAINSEQ","M",0.24,11.04,2.04E-09,32.53,3876,"V-K",0.53,"Turnbull",0.48,"Turnbull"
8768,11507,"01 52 48.64","-22 26 05.5",28.20266288,-22.43485464,844.01,-0.81,197.655,-75.3134,11.01,0.01,8.88,0.01,"Koen",1.44,0.01,"Koen",8.67,0.04,"___",3.71,0.02,"2MASS","V-K",0.09,0.05,"K5/M0V","MAINSEQ","K",0.29,26.62,1.35E-09,31.06,3876,"V-K",0.65,"Turnbull",0.53,"Turnbull"
42881,"___","08 44 23.00","-44 28 22.0",131.09582438,-44.4727867,137.83,104.33,263.9715,-1.0879,18.56,0.04,10.61,0.01,"Koen",1.41,0.01,"Koen",9.27,0.1,"*","___","___","___","B-V",0.05,0.14,"M2V:","MAINSEQ","M",0.23,12.18,2.26E-09,32.22,3877,"B-V",0.5,"Turnbull",0.47,"Turnbull"
23452,32450,"05 02 28.51","-21 15 22.0",75.61879215,-21.25610576,-141.55,-221.74,221.7225,-33.0227,8.58,0.01,8.32,0.01,"Koen",1.45,0.01,"Koen",8.65,0.04,"*",3.71,0.02,"2MASS","V-K",0.09,0.04,"M0V","MAINSEQ","M",0.3,34.74,1.3E-09,30.53,3877,"V-K",0.66,"Turnbull",0.54,"Turnbull"
26844,"___","05 41 58.82","+15 20 14.4",85.49507883,15.33733032,78.74,-44.01,191.2127,-7.7902,21.35,0.05,10.57,0.01,"Koen",1.46,0.01,"Koen",8.92,0.12,"___",3.71,0.21,"2MASS","V-K",0.07,0.24,"M0          ","___","___",0.26,12.16,1.71E-09,32.48,3879,"V-K",0.57,"Turnbull",0.5,"Turnbull"
93248,"___","18 59 38.39","+07 59 15.7",284.90996198,7.98769568,364.03,-181.1,40.974,1.824,25.97,0.06,10.86,0.01,"G",1.37,0.02,"G",8.79,0.15,"___",3.71,0.03,"2MASS","V-K",0.08,0.15,"M2","MAINSEQ","M",0.28,10.72,1.49E-09,32.93,3879,"V-K",0.62,"Turnbull",0.52,"Turnbull"
117697,"___","23 52 10.67","-19 39 16.5",358.04445748,-19.65459561,-202.14,56.65,58.6136,-74.5025,26.64,0.08,11.69,0.01,"G",1.47,0.01,"G",9.56,0.2,"___",3.71,0.05,"2MASS","V-K",0.04,0.2,"___","MAINSEQ","M",0.19,7.31,3.04E-09,32.98,3880,"V-K",0.43,"Turnbull",0.43,"Turnbull"
169,224953,"00 02 08.41","-68 16 48.7",0.53502093,-68.28020594,207.45,-231.8,309.7368,-48.1915,15.33,0.03,9.24,0.01,"Koen",1.41,0.01,"Koen",8.31,0.07,"*","___","___","___","B-V",0.08,0.12,"K5/M0V","MAINSEQ","K",0.29,18.62,1.42E-09,31.36,3880,"B-V",0.63,"Turnbull",0.53,"Turnbull"
49889,"___","10 11 11.32","-82 52 00.6",152.79718604,-82.86682216,-450.52,329.28,298.0013,-21.5845,27.96,0.04,11.07,0.01,"G",1.42,0.02,"G",8.84,0.1,"___",3.7,0.02,"2MASS","V-K",0.07,0.1,"K:","MAINSEQ","K",0.27,9.71,1.57E-09,33.08,3883,"V-K",0.6,"Turnbull",0.51,"Turnbull"
59514,238090,"12 12 20.63","+54 29 07.9",183.08594231,54.4855332,231.81,90.56,134.9457,61.7214,15.52,0.02,9.76,0.06,"VT",1.38,0.01,"G",8.8,0.1,"___",3.7,0.06,"2MASS","V-K",0.08,0.12,"M2","MAINSEQ","M",0.28,17.76,1.52E-09,31.8,3883,"V-K",0.61,"Turnbull",0.52,"Turnbull"
42220,"___","08 36 27.06","+67 17 41.8",129.11275725,67.29495249,-1065.06,66.83,147.9084,34.9318,13.78,0.02,9.28,0.01,"G",1.42,0.01,"G",8.58,0.05,"___",3.7,0.02,"2MASS","V-K",0.09,0.05,"M2","MAINSEQ","M",0.3,22.14,1.24E-09,31.54,3883,"V-K",0.67,"Turnbull",0.54,"Turnbull"
44955,"___","09 09 30.84","+32 49 15.0",137.37850887,32.82083717,-333.83,-628.62,191.972,42.1428,20.43,0.04,9.96,0.01,"G",1.38,0.01,"G",8.41,0.1,"*",3.7,0.02,"2MASS","V-K",0.11,0.1,"M2","MAINSEQ","M",0.33,16.18,1.06E-09,32.4,3883,"V-K",0.73,"Turnbull",0.57,"Turnbull"
3261,"___","00 41 30.72","-33 37 29.8",10.37798776,-33.62495401,-348.13,-249.4,320.5536,-83.1604,19.53,0.04,10.53,0.01,"Koen",1.44,0.01,"Koen",9.07,0.11,"___",3.7,0.02,"2MASS","V-K",0.06,0.11,"___","MAINSEQ","M",0.24,12.15,2.05E-09,32.24,3885,"V-K",0.52,"Turnbull",0.48,"Turnbull"
27397,"___","05 48 17.27","-11 08 07.9",87.07196957,-11.13553202,-225.21,374.59,215.973,-19.0047,26.75,0.06,10.98,0.01,"G",1.38,0.02,"G",8.84,0.14,"___",3.7,0.03,"2MASS","V-K",0.07,0.15,"___","MAINSEQ","K",0.27,10.1,1.58E-09,32.98,3885,"V-K",0.6,"Turnbull",0.51,"Turnbull"
23147,"___","04 58 50.47","+49 50 58.4",74.71030549,49.84956222,111.58,-113.85,157.7003,4.4623,16.31,0.02,9.8,0.01,"G",1.41,0.01,"G",8.74,0.06,"___",3.7,0.02,"2MASS","V-K",0.08,0.06,"M2","MAINSEQ","M",0.28,17.4,1.43E-09,31.91,3885,"V-K",0.63,"Turnbull",0.52,"Turnbull"
43969,"___","08 57 14.24","-19 35 01.1",134.3093504,-19.58364878,-78.96,-311.92,245.9568,16.5382,28.29,0.07,11.55,0,"G",1.45,0.01,"G",9.29,0.16,"___",3.69,0.02,"2MASS","V-K",0.05,0.16,"___","MAINSEQ","M",0.22,7.76,2.4E-09,33.1,3887,"V-K",0.48,"Turnbull",0.46,"Turnbull"
4067,"___","00 52 09.34","+06 48 11.0",13.03892102,6.80306437,38.29,-23.81,123.2511,-56.0682,27.51,0.09,11.8,0.02,"G",1.47,0.03,"G",9.6,0.22,"___",3.69,0.03,"2MASS","V-K",0.04,0.22,"K7","MAINSEQ","K",0.19,6.92,3.19E-09,33.04,3888,"V-K",0.42,"Turnbull",0.43,"Turnbull"
